appid,name,developer,publisher,score_rank,positive,negative,userscore,owners,average_forever,average_2weeks,median_forever,median_2weeks,price,initialprice,discount,ccu
1491000,War Robots: Frontiers,MY.GAMES,MY.GAMES,,1977,1105,0,"20,000,000 .. 50,000,000",484,0,158,0,0,0,0,256
238960,Path of Exile,Grinding Gear Games,Grinding Gear Games,,209822,25269,0,"20,000,000 .. 50,000,000",10235,1164,500,499,0,0,0,4694
291480,Warface: Clutch,MY.GAMES,MY.GAMES,,54554,27643,0,"20,000,000 .. 50,000,000",1679,302,189,302,0,0,0,270
340,Half-Life 2: Lost Coast,Valve,Valve,,12215,1471,0,"20,000,000 .. 50,000,000",0,0,0,0,1999,1999,0,2
438100,VRChat,VRChat Inc.,VRChat Inc.,,181623,58732,0,"20,000,000 .. 50,000,000",5201,911,129,250,0,0,0,34699
945360,Among Us,Innersloth,Innersloth,,643681,57104,0,"20,000,000 .. 50,000,000",1416,173,641,90,499,499,0,3832
1097150,Fall Guys: Ultimate Knockout,Mediatonic,Ravenscourt,,385154,88589,0,"20,000,000 .. 50,000,000",1714,1012,581,68,0,0,0,664
444090,Paladins,Evil Mojo Games,Hi-Rez Studios,,294373,52031,0,"10,000,000 .. 20,000,000",3580,2906,557,5774,0,0,0,1028
1203220,NARAKA: BLADEPOINT,24 Entertainment,NetEase Games Global,,225960,98967,0,"10,000,000 .. 20,000,000",9172,712,562,251,0,0,0,66954
320,Half-Life 2: Deathmatch,Valve,Valve,,12962,1334,0,"10,000,000 .. 20,000,000",1957,27,34,27,1999,1999,0,159
227940,Heroes & Generals,TLM Partners,TLM Partners,,96499,46264,0,"10,000,000 .. 20,000,000",1159,0,95,0,0,0,0,0
252950,Rocket League,Psyonix LLC,Psyonix LLC,,509445,73775,0,"10,000,000 .. 20,000,000",18124,406,2702,203,0,0,0,21106
1240440,Halo Infinite,343 Industries,Xbox Game Studios,,123333,53708,0,"10,000,000 .. 20,000,000",1406,1122,209,366,0,0,0,2275
648800,Raft,Redbeet Interactive,Axolot Games,,323198,23161,0,"10,000,000 .. 20,000,000",1775,328,920,268,1999,1999,0,4701
386360,SMITE,Titan Forge Games,Hi-Rez Studios,,94368,25428,0,"10,000,000 .. 20,000,000",5919,931,271,1377,0,0,0,1853
444200,World of Tanks Blitz,Wargaming Group Limited,Wargaming Group Limited,,116407,31754,0,"10,000,000 .. 20,000,000",5798,346,209,375,0,0,0,5707
755790,Ring of Elysium,Aurora Studio,TCH Scarlet Limited,,74345,25492,0,"10,000,000 .. 20,000,000",1199,0,131,0,0,0,0,0
1222670,The Sims 4,Maxis,Electronic Arts,,149064,21663,0,"10,000,000 .. 20,000,000",2448,818,314,235,0,0,0,25276
550650,Black Squad,"VALOFE, NS STUDIO",VALOFE,,62042,19672,0,"10,000,000 .. 20,000,000",1568,16,84,16,0,0,0,212
477160,Human Fall Flat,No Brakes Games,Curve Games,,202253,11387,0,"10,000,000 .. 20,000,000",865,91,382,81,1999,1999,0,950
1665460,eFootball,KONAMI,KONAMI,,44067,48266,0,"10,000,000 .. 20,000,000",3975,1521,187,340,0,0,0,13404
417910,Street Warriors Online,Crazy Rocks Studios,Crazy Rocks Studios,,941,693,0,"10,000,000 .. 20,000,000",74,0,31,0,199,199,0,1
433850,Z1 Battle Royale,Daybreak Game Company,Daybreak Game Company,,113729,90284,0,"10,000,000 .. 20,000,000",3343,0,208,0,0,0,0,1010
594650,Hunt: Showdown 1896,Crytek,Crytek,,181110,67110,0,"10,000,000 .. 20,000,000",7278,692,827,325,1799,3999,55,6300
255710,Cities: Skylines,Colossal Order Ltd.,Paradox Interactive,,256362,19408,0,"10,000,000 .. 20,000,000",3690,273,901,135,2999,2999,0,8842
304050,Trove,gamigo US Inc.,gamigo US Inc.,,74103,18267,0,"10,000,000 .. 20,000,000",2607,121,200,236,0,0,0,758
1811260,EA SPORTS FIFA 23,EA Canada &amp; EA Romania,Electronic Arts,,86192,65227,0,"5,000,000 .. 10,000,000",9986,100,5503,133,0,0,0,1280
218230,PlanetSide 2,Rogue Planet Games,Daybreak Game Company,,59598,14096,0,"5,000,000 .. 10,000,000",2395,976,174,998,0,0,0,496
394360,Hearts of Iron IV,Paradox Development Studio,Paradox Interactive,,305168,36982,0,"5,000,000 .. 10,000,000",16451,725,3281,399,4999,4999,0,32112
322170,Geometry Dash,RobTop Games,RobTop Games,,401026,28895,0,"5,000,000 .. 10,000,000",5236,264,546,42,499,499,0,27850
224260,No More Room in Hell,No More Room in Hell Team,Lever Games,,66753,7500,0,"5,000,000 .. 10,000,000",581,120,108,123,0,0,0,473
301520,Robocraft,Freejam,Freejam,,86240,31815,0,"5,000,000 .. 10,000,000",1397,0,224,0,0,0,0,3
767560,War Robots,MY.GAMES,MY.GAMES,,15951,10624,0,"5,000,000 .. 10,000,000",7946,4910,80,9059,0,0,0,1280
466240,Deceit,World Makers,World Makers,,73606,19421,0,"5,000,000 .. 10,000,000",862,43,124,76,0,0,0,155
284160,BeamNG.drive,BeamNG,BeamNG,,313873,8405,0,"5,000,000 .. 10,000,000",4942,184,663,60,2499,2499,0,15863
278360,A Story About My Uncle,Gone North Games,Coffee Stain Publishing,,26479,2437,0,"5,000,000 .. 10,000,000",451,0,236,0,1499,1499,0,8
264710,Subnautica,Unknown Worlds Entertainment,Unknown Worlds Entertainment,,304449,9258,0,"5,000,000 .. 10,000,000",1944,217,927,189,2999,2999,0,2719
333930,Dirty Bomb,Splash Damage,Warchest Ltd.,,46464,10703,0,"5,000,000 .. 10,000,000",651,0,82,0,0,0,0,40
700330,SCP: Secret Laboratory,Northwood Studios,Northwood Studios,,195923,18386,0,"5,000,000 .. 10,000,000",1593,376,90,124,0,0,0,4696
582660,Black Desert,Pearl Abyss,Pearl Abyss,,64416,22503,0,"5,000,000 .. 10,000,000",8146,3161,261,1600,999,999,0,14345
1046930,Dota Underlords,Valve,Valve,,74753,16141,0,"5,000,000 .. 10,000,000",3023,138,381,122,0,0,0,1008
244210,Assetto Corsa,Kunos Simulazioni,Kunos Simulazioni,,140238,11153,0,"5,000,000 .. 10,000,000",2545,157,258,55,1999,1999,0,8961
1818750,MultiVersus,Player First Games,Warner Bros. Games,,90318,27894,0,"5,000,000 .. 10,000,000",621,0,173,0,0,0,0,55
30,Day of Defeat,Valve,Valve,,6414,688,0,"5,000,000 .. 10,000,000",1385,0,15,0,499,499,0,87
363970,Clicker Heroes,Playsaurus,Playsaurus,,54989,6315,0,"5,000,000 .. 10,000,000",6447,792,544,1106,0,0,0,2019
379720,DOOM,id Software,Bethesda Softworks,,198001,9278,0,"5,000,000 .. 10,000,000",791,112,480,135,1999,1999,0,1590
253710,theHunter Classic,"Expansive Worlds, Avalanche Studios","Expansive Worlds, Avalanche Studios",,24959,17994,0,"5,000,000 .. 10,000,000",1158,30,56,30,0,0,0,417
1782210,Crab Game,Dani,Dani,,139538,12895,0,"5,000,000 .. 10,000,000",2577,3132,86,50,0,0,0,2921
844870,KurtzPel,KOG,KOG,,20936,13480,0,"5,000,000 .. 10,000,000",1747,0,122,0,0,0,0,30
365670,Blender,Blender Foundation,Blender Foundation,,70186,2695,0,"5,000,000 .. 10,000,000",4773,755,285,227,0,0,0,9640
1286830,STAR WARS: The Old Republic,Broadsword,Electronic Arts,,60864,7088,0,"5,000,000 .. 10,000,000",2484,494,325,754,0,0,0,6625
1293830,Forza Horizon 4,Playground Games,Xbox Game Studios,,263942,26975,0,"5,000,000 .. 10,000,000",3299,1067,756,53,0,0,0,4864
813820,Realm Royale,Heroic Leap Games,Hi-Rez Studios,,43223,13520,0,"5,000,000 .. 10,000,000",1097,0,158,0,0,0,0,2
646570,Slay the Spire,Mega Crit,Mega Crit,,178250,4027,0,"5,000,000 .. 10,000,000",4321,358,1655,120,849,2499,66,15038
439700,Z1 Battle Royale: Test Server,Daybreak Game Company,Daybreak Game Company,,1341,1224,0,"5,000,000 .. 10,000,000",456,0,20,0,0,0,0,1
1118200,People Playground,mestiez,Studio Minus,,277746,4017,0,"5,000,000 .. 10,000,000",3644,289,684,248,999,999,0,4505
1049590,Eternal Return,Nimble Neuron,"Nimble Neuron, SapStaR Games",,51694,13352,0,"5,000,000 .. 10,000,000",4761,550,385,429,0,0,0,12341
223710,Cry of Fear,Team Psykskallar,Team Psykskallar,,65852,8556,0,"5,000,000 .. 10,000,000",233,5,61,8,0,0,0,405
513710,SCUM,Gamepires,Gamepires,,83704,28411,0,"5,000,000 .. 10,000,000",6795,1693,948,732,4499,4499,0,8535
677620,Splitgate: Arena Warfare,1047 Games,1047 Games,,102336,9404,0,"5,000,000 .. 10,000,000",526,0,220,0,0,0,0,185
1677740,Stumble Guys,Scopely,Scopely,,108841,19170,0,"5,000,000 .. 10,000,000",591,206,119,71,0,0,0,2928
109600,Neverwinter,Cryptic Studios,Arc Games,,29947,8638,0,"5,000,000 .. 10,000,000",3365,28,385,28,0,0,0,665
397900,Business Tour - Board Game with Online Multiplayer,8Floor,8Floor,,46567,30205,0,"5,000,000 .. 10,000,000",653,165,300,210,0,0,0,809
698780,Doki Doki Literature Club!,Team Salvato,Team Salvato,,203247,7470,0,"5,000,000 .. 10,000,000",726,139,166,273,0,0,0,427
766570,Russian Fishing 4,FishSoft LLC,FishSoft LLC,,39598,33887,0,"5,000,000 .. 10,000,000",7513,2072,103,537,0,0,0,14950
294100,RimWorld,Ludeon Studios,Ludeon Studios,,206216,4301,0,"5,000,000 .. 10,000,000",13777,1499,3595,509,3499,3499,0,19211
273110,Counter-Strike Nexon: Studio,"Valve, NEXON",NEXON,,28373,14329,0,"5,000,000 .. 10,000,000",2872,739,92,1423,0,0,0,369
868270,The Cycle: Frontier,YAGER,YAGER,,28893,16529,0,"5,000,000 .. 10,000,000",911,0,110,0,0,0,0,2
863550,HITMAN 2,IO Interactive A/S,IO Interactive A/S,,68165,6778,0,"5,000,000 .. 10,000,000",870,86,204,86,0,0,0,187
555570,Infestation: The New Z,Fredaikis AB,OP Productions LLC,,18200,15615,0,"5,000,000 .. 10,000,000",1398,0,85,0,0,0,0,70
2669320,EA SPORTS FC 25,"EA Canada, EA Romania",Electronic Arts,,37253,37543,0,"5,000,000 .. 10,000,000",9692,521,4722,258,6999,6999,0,42032
518790,theHunter: Call of the Wild,Expansive Worlds,Avalanche Studios,,157641,19969,0,"5,000,000 .. 10,000,000",2191,185,302,146,1999,1999,0,2207
346900,AdVenture Capitalist,Hyper Hippo Games,Hyper Hippo Games,,51968,7198,0,"5,000,000 .. 10,000,000",3100,3765,326,4084,0,0,0,1109
208090,Loadout,Edge of Reality,Edge of Reality,,34218,5094,0,"5,000,000 .. 10,000,000",311,0,133,0,0,0,0,1
2630,Call of Duty 2,Infinity Ward,Activision,,9804,670,0,"5,000,000 .. 10,000,000",1016,670,329,670,1999,1999,0,162
113400,APB Reloaded,Little Orbit,Little Orbit,,23693,13599,0,"5,000,000 .. 10,000,000",2014,93,163,93,0,0,0,111
380600,Fishing Planet,Fishing Planet LLC,Fishing Planet LLC,,57004,8695,0,"5,000,000 .. 10,000,000",1133,735,70,1015,0,0,0,2781
286690,Metro 2033 Redux,4A Games,Deep Silver,,101543,9424,0,"5,000,000 .. 10,000,000",969,101,341,137,1999,1999,0,1208
223750,DCS World Steam Edition,Eagle Dynamics SA,Eagle Dynamics SA,,31661,5528,0,"5,000,000 .. 10,000,000",903,169,54,269,0,0,0,636
386180,Crossout,Targem Games,Gaijin Network Ltd,,48219,15920,0,"5,000,000 .. 10,000,000",3652,1764,300,590,0,0,0,2231
1721470,Poppy Playtime,Mob Entertainment,Mob Entertainment,,84113,14801,0,"5,000,000 .. 10,000,000",1793,1638,60,320,0,0,0,588
960090,Bloons TD 6,Ninja Kiwi,Ninja Kiwi,,344269,9691,0,"2,000,000 .. 5,000,000",3731,177,1348,46,1399,1399,0,7489
761890,Albion Online,Sandbox Interactive GmbH,Sandbox Interactive GmbH,,65583,17491,0,"2,000,000 .. 5,000,000",5008,1625,213,673,0,0,0,8184
281990,Stellaris,Paradox Development Studio,Paradox Interactive,,159527,25906,0,"2,000,000 .. 5,000,000",8617,1103,1425,630,3999,3999,0,13727
115300,Call of Duty: Modern Warfare 3 (2011),"Infinity Ward, Sledgehammer Games",Activision,,33647,4306,0,"2,000,000 .. 5,000,000",0,0,0,0,3999,3999,0,0
39210,FINAL FANTASY XIV Online,Square Enix,Square Enix,,70254,9782,0,"2,000,000 .. 5,000,000",31005,1317,3411,489,1999,1999,0,19824
351940,The Descendant,Gaming Corps AB,"Microids Indie, Microids",,6312,811,0,"2,000,000 .. 5,000,000",711,25,255,25,1499,1499,0,15
630,Alien Swarm,Valve,Valve,,20179,1095,0,"2,000,000 .. 5,000,000",469,0,131,0,0,0,0,23
504370,Battlerite,Stunlock Studios,Stunlock Studios,,50196,9152,0,"2,000,000 .. 5,000,000",831,53,178,53,0,0,0,103
355840,Survarium,Vostok Games,Vostok Games,,13832,11623,0,"2,000,000 .. 5,000,000",1732,0,57,0,0,0,0,0
613100,House Flipper,Empyrean,"Frozen District, PlayWay S.A.",,89596,5548,0,"2,000,000 .. 5,000,000",1281,224,597,288,2499,2499,0,1311
212500,The Lord of the Rings Online,Standing Stone Games,Daybreak Game Company LLC,,17099,3896,0,"2,000,000 .. 5,000,000",2263,61,185,61,0,0,0,793
620980,Beat Saber,Beat Games,Beat Games,,71341,3271,0,"2,000,000 .. 5,000,000",1616,42,632,60,2999,2999,0,423
871720,Ultimate Custom Night,Scott Cawthon,Scott Cawthon,,55394,2879,0,"2,000,000 .. 5,000,000",286,7,74,8,0,0,0,200
962130,Grounded,Obsidian Entertainment,Xbox Game Studios,,75482,9035,0,"2,000,000 .. 5,000,000",2501,429,879,483,3999,3999,0,2394
8500,EVE Online,CCP,CCP,,26813,9575,0,"2,000,000 .. 5,000,000",7167,2751,210,1919,0,0,0,3705
760160,Vampire: The Masquerade - Bloodhunt,Sharkmob AB,Sharkmob AB,,43433,13651,0,"2,000,000 .. 5,000,000",450,104,119,119,0,0,0,362
601510,Yu-Gi-Oh! Duel Links,KONAMI,KONAMI,,36345,7285,0,"2,000,000 .. 5,000,000",4286,379,278,609,0,0,0,1856
674940,Stick Fight: The Game,Landfall West,Landfall,,114720,7938,0,"2,000,000 .. 5,000,000",415,20,198,28,199,499,60,265
884660,CRSED: F.O.A.D.,"Darkflow Software, Matter Team",Gaijin Network Ltd,,30411,8179,0,"2,000,000 .. 5,000,000",944,113,62,113,0,0,0,96
42710,Call of Duty: Black Ops,Treyarch,Activision,,15124,2010,0,"2,000,000 .. 5,000,000",4166,2,509,2,3999,3999,0,213
203770,Crusader Kings II,Paradox Development Studio,Paradox Interactive,,66359,7450,0,"2,000,000 .. 5,000,000",3409,58,262,60,0,0,0,1373
2709570,Supermarket Together,DeadDevsTellNoLies,DeadDevsTellNoLies,,63994,3441,0,"2,000,000 .. 5,000,000",467,218,205,130,0,0,0,4704
389730,TEKKEN 7,BANDAI NAMCO Studios Inc.,BANDAI NAMCO Entertainment,,77227,15580,0,"2,000,000 .. 5,000,000",5052,575,550,1033,3999,3999,0,599
265630,Fistful of Frags,Fistful of Frags Team,Fistful of Frags Team,,33130,3132,0,"2,000,000 .. 5,000,000",432,12,105,12,0,0,0,53
312990,The Expendabros,Free Lives,Devolver Digital,,17661,513,0,"2,000,000 .. 5,000,000",194,0,77,0,0,0,0,20
211500,RaceRoom Racing Experience,KW Studios,"KW Studios, RaceRoom Entertainment AG",,17812,5806,0,"2,000,000 .. 5,000,000",364,33,44,37,0,0,0,431
506540,Last Man Standing,"Free Reign Entertainment, Free Reign Entertainment",Free Reign Entertainment,,10776,6811,0,"2,000,000 .. 5,000,000",345,0,86,0,0,0,0,0
285900,Gang Beasts,"Boneloaf, Rocket Science",Boneloaf,,51267,9003,0,"2,000,000 .. 5,000,000",470,96,159,157,1999,1999,0,376
232090,Killing Floor 2,Tripwire Interactive,Tripwire Interactive,,111325,15541,0,"2,000,000 .. 5,000,000",4150,98,518,108,2999,2999,0,4508
42680,Call of Duty: Modern Warfare 3 (2011),"Infinity Ward, Sledgehammer Games",Activision,,21320,3686,0,"2,000,000 .. 5,000,000",1122,255,459,300,3999,3999,0,357
918570,Century: Age of Ashes,Playwing LTD,Playwing LTD,,13226,4514,0,"2,000,000 .. 5,000,000",182,0,57,0,0,0,0,54
361420,ASTRONEER,System Era Softworks,System Era Softworks,,118817,10139,0,"2,000,000 .. 5,000,000",2163,653,1015,642,2999,2999,0,988
335240,Transformice,Atelier 801,Atelier 801,,24320,3341,0,"2,000,000 .. 5,000,000",1461,909,87,1482,0,0,0,1284
99900,Spiral Knights,Grey Havens,Grey Havens,,19869,3789,0,"2,000,000 .. 5,000,000",971,0,105,0,0,0,0,132
1289310,Helltaker,vanripper,vanripper,,122115,2803,0,"2,000,000 .. 5,000,000",145,1,76,1,0,0,0,75
387990,Scrap Mechanic,Axolot Games,Axolot Games,,104512,8771,0,"2,000,000 .. 5,000,000",2911,390,744,765,1999,1999,0,909
4560,Company of Heroes - Legacy Edition,Relic Entertainment,SEGA,,6540,457,0,"2,000,000 .. 5,000,000",455,0,78,0,3699,3699,0,65
355180,Codename CURE,Raptor Byte,Raptor Byte,,13960,2518,0,"2,000,000 .. 5,000,000",198,5,46,5,0,0,0,12
678950,DRAGON BALL FighterZ,Arc System Works,Bandai Namco Entertainment,,65978,6998,0,"2,000,000 .. 5,000,000",4308,242,467,382,5999,5999,0,511
299360,Block N Load,"Toadman Interactive, Artplant",Toadman Interactive,,11944,3237,0,"2,000,000 .. 5,000,000",1408,0,75,0,0,0,0,4
262410,World of Guns: Gun Disassembly,Noble Empire Corp.,Noble Empire Corp.,,16184,3058,0,"2,000,000 .. 5,000,000",348,97,55,97,0,0,0,103
224600,Defiance,Trion Worlds,Trion Worlds,,9676,2964,0,"2,000,000 .. 5,000,000",873,0,164,0,0,0,0,2
368230,Kingdom: Classic,"Noio, Licorice",Raw Fury,,20023,2065,0,"2,000,000 .. 5,000,000",344,1,230,1,0,0,0,40
240720,Getting Over It with Bennett Foddy,Bennett Foddy,Bennett Foddy,,63479,13524,0,"2,000,000 .. 5,000,000",1868,3301,129,6591,799,799,0,192
362890,Black Mesa,Crowbar Collective,Crowbar Collective,,121562,6131,0,"2,000,000 .. 5,000,000",758,137,408,161,1999,1999,0,907
438740,Friday the 13th: The Game,IllFonic,Gun Media,,62069,15444,0,"2,000,000 .. 5,000,000",933,27,246,27,0,0,0,19
588430,Fallout Shelter,Bethesda Game Studios,Bethesda Softworks,,65847,8601,0,"2,000,000 .. 5,000,000",1068,296,276,443,0,0,0,1001
905370,Conqueror's Blade,Booming Tech,Poros Interactive,,22576,7558,0,"2,000,000 .. 5,000,000",2961,0,343,0,0,0,0,2
1056640,Phantasy Star Online 2,SEGA,SEGA,,16848,7196,0,"2,000,000 .. 5,000,000",3364,505,181,505,0,0,0,1400
372000,Tree of Savior (English Ver.),"IMCGAMES Co.,Ltd.","IMCGAMES Co.,Ltd.",,13046,7265,0,"2,000,000 .. 5,000,000",4612,0,278,0,0,0,0,163
646910,The Crew 2,Ivory Tower,Ubisoft,,72724,21141,0,"2,000,000 .. 5,000,000",1674,335,258,333,299,2999,90,873
13520,Far Cry,Crytek Studios,Ubisoft,,8406,1853,0,"2,000,000 .. 5,000,000",263,44,62,44,999,999,0,50
471710,Rec Room,Rec Room,Rec Room,,63756,7467,0,"2,000,000 .. 5,000,000",399,147,126,233,0,0,0,1510
47870,Need For Speed: Hot Pursuit,Criterion Games,Electronic Arts,,16490,3487,0,"2,000,000 .. 5,000,000",631,55,184,81,0,0,0,19
629520,Soundpad,Leppsoft,Leppsoft,,84918,3466,0,"2,000,000 .. 5,000,000",15068,636,2298,175,499,499,0,15279
282440,Quake Live,id Software,Bethesda Softworks,,13303,2074,0,"2,000,000 .. 5,000,000",541,0,74,0,999,999,0,297
436150,Governor of Poker 3,Playtika Ltd.,Playtika Ltd.,,10541,4800,0,"2,000,000 .. 5,000,000",827,1281,170,1281,0,0,0,1053
550900,Metin2,WEBZEN Inc.,Gameforge 4D GmbH,,10212,4355,0,"2,000,000 .. 5,000,000",1438,0,137,0,0,0,0,0
427730,Who's Your Daddy?!,Evil Tortilla Games,Evil Tortilla Games,,24318,6091,0,"2,000,000 .. 5,000,000",188,8,87,8,699,699,0,75
316010,Magic Duels,Stainless Games Ltd.,Wizards of the Coast LLC,,16916,6928,0,"2,000,000 .. 5,000,000",3225,466,180,466,0,0,0,37
105450,Age of Empires III (2007),Ensemble Studios,Xbox Game Studios,,29126,2913,0,"2,000,000 .. 5,000,000",1870,333,325,333,0,0,0,309
1167630,Teardown,Tuxedo Labs,Tuxedo Labs,,104653,4809,0,"2,000,000 .. 5,000,000",1418,76,407,59,2999,2999,0,1984
11020,TrackMania Nations Forever,Nadeo,Ubisoft,,21244,2359,0,"2,000,000 .. 5,000,000",608,383,113,661,0,0,0,181
12200,Bully: Scholarship Edition,Rockstar New England,Rockstar Games,,30730,5604,0,"2,000,000 .. 5,000,000",458,44,128,54,1499,1499,0,221
242720,GunZ 2: The Second Duel,Masangsoft,Masangsoft,,7055,3622,0,"2,000,000 .. 5,000,000",705,0,93,0,0,0,0,3
1254120,Bless Unleashed,VALOFE,VALOFE,,16259,14611,0,"2,000,000 .. 5,000,000",1671,1,105,1,0,0,0,291
1569040,Football Manager 2022,Sports Interactive,SEGA,,19861,1599,0,"2,000,000 .. 5,000,000",21842,2549,10529,2549,0,0,0,1742
203290,America's Army: Proving Grounds,U.S. Army,U.S. Army,,8637,2315,0,"2,000,000 .. 5,000,000",11403,36,56,36,0,0,0,132
286570,F1 2015,"Codemasters, Feral Interactive (Linux)","Codemasters, Feral Interactive (Linux)",,4720,3172,0,"2,000,000 .. 5,000,000",436,8,341,8,0,0,0,22
787860,Farming Simulator 19,Giants Software,Giants Software,,70448,4172,0,"2,000,000 .. 5,000,000",10110,0,2432,0,1799,1799,0,983
466560,Northgard,Shiro Games,Shiro Games,,55844,8851,0,"2,000,000 .. 5,000,000",1806,403,473,305,2999,2999,0,1164
207140,SpeedRunners,DoubleDutch Games,tinyBuild,,34525,2215,0,"2,000,000 .. 5,000,000",700,99,291,140,1499,1499,0,195
431240,Golf With Your Friends,"Blacklight Interactive, Team17",Team17,,59105,7975,0,"2,000,000 .. 5,000,000",707,111,380,116,999,4999,80,979
248570,Toribash,Nabi Studios,"Nicalis, Inc.",,14775,1928,0,"2,000,000 .. 5,000,000",697,27,77,27,0,0,0,85
209000,Batman: Arkham Origins,"WB Games Montreal, Splash Damage",Warner Bros. Interactive Entertainment,,51192,6071,0,"2,000,000 .. 5,000,000",988,93,624,165,1999,1999,0,616
24960,Battlefield: Bad Company 2,DICE,Electronic Arts,,31749,5438,0,"2,000,000 .. 5,000,000",2335,0,506,0,0,0,0,22
286940,S.K.I.L.L. - Special Force 2 (Shooter),"Dragonfly GF Co., LTD",Space Budgie,,8049,3267,0,"2,000,000 .. 5,000,000",746,0,104,0,0,0,0,0
530700,Argo,Bohemia Interactive,Bohemia Interactive,,5610,5315,0,"2,000,000 .. 5,000,000",146,0,33,0,0,0,0,1
437900,Party Jousting,vikingfabian,vikingfabian,,662,61,0,"2,000,000 .. 5,000,000",71,0,54,0,0,0,0,1
635260,CarX Drift Racing Online,"CarX Technologies, LLC","CarX Technologies, LLC",,79504,3912,0,"2,000,000 .. 5,000,000",2843,191,946,106,1499,1499,0,1658
259080,Just Cause 2: Multiplayer Mod,Avalanche Studios,Square Enix,,13558,1246,0,"2,000,000 .. 5,000,000",725,0,346,0,0,0,0,7
42700,Call of Duty: Black Ops,Treyarch,Activision,,36530,3695,0,"2,000,000 .. 5,000,000",1455,18,516,29,3999,3999,0,527
55100,Homefront,"Kaos Studios, Digital Extremes",Deep Silver,,7787,4980,0,"2,000,000 .. 5,000,000",417,113,97,113,1999,1999,0,12
1520470,封灵档案,（Hong Kong）GKD,（Hong Kong）GKD,,21945,4737,0,"2,000,000 .. 5,000,000",1139,0,49,0,0,0,0,656
644560,Mirror,KAGAMI WORKS,Paradise Project,,80419,2554,0,"2,000,000 .. 5,000,000",767,81,305,81,199,199,0,106
1263850,Football Manager 2021,Sports Interactive,SEGA,,22342,1558,0,"2,000,000 .. 5,000,000",28563,168,12541,168,0,0,0,1122
407530,ARK: Survival Of The Fittest,"Studio Wildcard, Instinct Games, Efecto Studios, Virtual Basement LLC",Studio Wildcard,,7766,3926,0,"2,000,000 .. 5,000,000",931,18,14,18,449,1499,70,43
310950,Street Fighter V,"CAPCOM Co., Ltd.","CAPCOM Co., Ltd.",,29529,14122,0,"2,000,000 .. 5,000,000",3222,29,326,29,1999,1999,0,170
674020,World War 3,Wishlist Games,Wishlist Games,,29495,25034,0,"2,000,000 .. 5,000,000",838,0,287,0,0,0,0,59
544810,KARDS - The WWII Card Game,1939 Games,1939 Games,,28543,10136,0,"2,000,000 .. 5,000,000",1906,137,85,168,0,0,0,4796
611500,Quake Champions,id Software,Bethesda Softworks,,28297,10068,0,"2,000,000 .. 5,000,000",570,204,88,208,0,0,0,203
50,Half-Life: Opposing Force,Gearbox Software,Valve,,24363,1198,0,"2,000,000 .. 5,000,000",965,324,181,324,499,499,0,74
1408720,Krunker,FRVR,FRVR,,21147,5599,0,"2,000,000 .. 5,000,000",175,1,46,1,0,0,0,32
310560,DiRT Rally,"Codemasters, Feral Interactive (Linux), Feral Interactive (Mac)","Codemasters, Feral Interactive (Linux), Feral Interactive (Mac), Electronic Arts",,34981,4810,0,"2,000,000 .. 5,000,000",1775,1713,131,164,0,0,0,84
815370,Green Hell,Creepy Jar,Creepy Jar,,69304,11300,0,"2,000,000 .. 5,000,000",1176,248,515,233,2499,2499,0,1656
470220,UNO,Ubisoft Entertainment,Ubisoft Entertainment,,37173,14345,0,"2,000,000 .. 5,000,000",513,47,238,90,999,999,0,291
302830,BLOCKADE 3D,Novalink,Novalink,,14974,10584,0,"2,000,000 .. 5,000,000",638,0,90,0,0,0,0,4
236110,Dungeon Defenders II,Chromatic Games,Chromatic Games,,16882,4941,0,"2,000,000 .. 5,000,000",1341,0,174,0,0,0,0,351
1399780,Spellbreak,"Proletariat, Inc.","Proletariat, Inc.",,12119,1887,0,"2,000,000 .. 5,000,000",231,0,92,0,0,0,0,1
312660,Sniper Elite 4,Rebellion,Rebellion,,53923,5232,0,"2,000,000 .. 5,000,000",1001,156,348,138,5999,5999,0,541
393380,Squad,Offworld,Offworld,,175088,35463,0,"2,000,000 .. 5,000,000",6345,547,790,129,4999,4999,0,9116
280,Half-Life: Source,Valve,Valve,,11068,4988,0,"2,000,000 .. 5,000,000",715,0,82,0,999,999,0,27
783770,Ironsight,"WipleGames Inc.,","WipleGames Inc.,",,16204,6206,0,"2,000,000 .. 5,000,000",753,0,76,0,0,0,0,64
212070,Star Conflict,Star Gem Inc.,Gaijin Network Ltd,,10879,3974,0,"2,000,000 .. 5,000,000",1493,97,98,102,0,0,0,95
1284210,Guild Wars 2,ArenaNet®,ArenaNet®,,19151,2392,0,"2,000,000 .. 5,000,000",1881,1162,217,1346,0,0,0,3277
323580,Jotun: Valhalla Edition,Thunder Lotus,Thunder Lotus,,6536,1905,0,"2,000,000 .. 5,000,000",175,0,107,0,1499,1499,0,3
464920,Surviving Mars,"Haemimont Games, Abstraction",Paradox Interactive,,22472,4098,0,"2,000,000 .. 5,000,000",1232,47,206,47,2999,2999,0,507
9900,Star Trek Online,Cryptic Studios,Arc Games,,15939,4206,0,"2,000,000 .. 5,000,000",7390,310,520,295,0,0,0,1057
7940,Call of Duty 4: Modern Warfare (2007),Infinity Ward,Activision,,23438,1632,0,"2,000,000 .. 5,000,000",1206,9,360,11,1999,1999,0,377
